Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment
79,1,76.33,3,4,2,342,잠재적 충성고객
93,1,302.27,2,4,5,245,이탈 위험 고객
104,1,132.64,2,4,3,243,이탈 위험 고객
109,1,1620.1799999999998,2,4,5,245,이탈 위험 고객
42,1,44.2,4,4,1,441,잠재적 충성고객
44,1,330.88,4,4,5,445,충성 고객
80,1,342.07,3,4,5,345,충성 고객
29,1,53.52,5,4,1,541,잠재적 충성고객
23,1,420.88,5,4,5,545,충성 고객
14,1,57.51,5,4,1,541,잠재적 충성고객
104,1,74.5,2,4,2,242,이탈 위험 고객
25,1,131.94,5,4,3,543,충성 고객
68,1,83.06,3,4,2,342,잠재적 충성고객
111,1,199.0,2,4,4,244,이탈 위험 고객
73,1,181.99,3,4,4,344,충성 고객
105,1,201.96,2,4,4,244,이탈 위험 고객
113,1,61.73,2,4,2,242,이탈 위험 고객
7,1,166.0,5,4,4,544,충성 고객
72,1,172.01,3,4,4,344,충성 고객
21,1,57.04,5,4,1,541,잠재적 충성고객
112,1,198.13,2,4,4,244,이탈 위험 고객
95,1,16.89,2,4,1,241,이탈 위험 고객
63,1,92.79,3,4,2,342,잠재적 충성고객
133,1,88.68,1,4,2,142,이탈 위험 고객
66,1,67.43,3,4,2,342,잠재적 충성고객
42,1,203.03,4,4,4,444,충성 고객
34,1,143.82,4,4,3,443,관심 고객
35,1,87.7,4,4,2,442,잠재적 충성고객
128,1,41.03,1,4,1,141,이탈 고객
38,1,27.3,4,4,1,441,잠재적 충성고객
73,1,99.8,3,4,3,343,관심 고객
147,1,142.54,1,4,3,143,이탈 위험 고객
110,1,203.22,2,4,4,244,이탈 위험 고객
30,1,107.85,5,4,3,543,충성 고객
27,1,186.19,5,4,4,544,충성 고객
32,1,48.93,4,4,1,441,잠재적 충성고객
115,1,445.45,2,4,5,245,이탈 위험 고객
11,1,198.19,5,4,4,544,충성 고객
122,1,291.52,1,4,5,145,이탈 위험 고객
45,1,239.44,4,4,4,444,충성 고객
110,1,412.73,2,4,5,245,이탈 위험 고객
29,1,250.91,5,4,4,544,충성 고객
112,1,1436.46,2,4,5,245,이탈 위험 고객
29,1,28.23,5,4,1,541,잠재적 충성고객
28,1,33.34,5,4,1,541,잠재적 충성고객
16,1,33.23,5,4,1,541,잠재적 충성고객
11,1,116.93,5,4,3,543,충성 고객
27,1,195.32,5,4,4,544,충성 고객
136,1,764.12,1,4,5,145,이탈 위험 고객
85,1,149.52,3,4,4,344,충성 고객
50,1,557.87,4,4,5,445,충성 고객
137,1,147.94,1,4,3,143,이탈 위험 고객
31,1,62.08,4,4,2,442,잠재적 충성고객
91,1,39.16,2,4,1,241,이탈 위험 고객
112,1,113.19,2,4,3,243,이탈 위험 고객
135,1,66.31,1,4,2,142,이탈 위험 고객
132,1,79.97,1,4,2,142,이탈 위험 고객
123,1,35.17,1,4,1,141,이탈 고객
50,1,169.32,4,4,4,444,충성 고객
39,1,178.03,4,4,4,444,충성 고객
120,1,44.13,1,4,1,141,이탈 고객
61,1,48.3,3,4,1,341,잠재적 충성고객
17,1,48.3,5,4,1,541,잠재적 충성고객
79,1,425.70000000000005,3,4,5,345,충성 고객
106,1,55.92,2,4,1,241,이탈 위험 고객
42,1,31.15,4,4,1,441,잠재적 충성고객
85,1,961.49,3,4,5,345,충성 고객
99,1,46.61,2,4,1,241,이탈 위험 고객
78,1,156.87,3,4,4,344,충성 고객
15,1,56.97,5,4,1,541,잠재적 충성고객
128,1,76.65,1,4,2,142,이탈 위험 고객
128,1,53.71,1,4,1,141,이탈 고객
49,1,143.96,4,4,3,443,관심 고객
120,1,52.26,1,4,1,141,이탈 고객
140,1,84.22,1,4,2,142,이탈 위험 고객
72,1,421.16,3,4,5,345,충성 고객
24,1,487.5,5,4,5,545,충성 고객
114,1,103.45,2,4,3,243,이탈 위험 고객
43,1,67.13,4,4,2,442,잠재적 충성고객
91,1,220.64,2,4,4,244,이탈 위험 고객
21,1,91.21,5,4,2,542,잠재적 충성고객
12,1,932.47,5,4,5,545,충성 고객
114,1,71.12,2,4,2,242,이탈 위험 고객
64,1,126.19,3,4,3,343,관심 고객
33,1,982.62,4,4,5,445,충성 고객
13,1,85.81,5,4,2,542,잠재적 충성고객
29,1,258.49,5,4,5,545,충성 고객
142,1,787.52,1,4,5,145,이탈 위험 고객
20,1,138.43,5,4,3,543,충성 고객
16,1,340.81,5,4,5,545,충성 고객
133,1,189.56,1,4,4,144,이탈 위험 고객
108,1,254.98,2,4,5,245,이탈 위험 고객
18,1,40.97,5,4,1,541,잠재적 충성고객
97,1,695.04,2,4,5,245,이탈 위험 고객
40,1,181.84,4,4,4,444,충성 고객
112,1,588.12,2,4,5,245,이탈 위험 고객
45,1,142.97,4,4,3,443,관심 고객
14,1,24.38,5,4,1,541,잠재적 충성고객
14,1,186.1,5,4,4,544,충성 고객
37,1,167.96,4,4,4,444,충성 고객
113,1,101.5,2,4,3,243,이탈 위험 고객
113,1,143.28,2,4,3,243,이탈 위험 고객
59,1,222.63,4,4,4,444,충성 고객
134,1,182.83,1,4,4,144,이탈 위험 고객
114,1,50.84,2,4,1,241,이탈 위험 고객
108,1,109.24,2,4,3,243,이탈 위험 고객
52,1,42.86,4,4,1,441,잠재적 충성고객
91,1,110.53,2,4,3,243,이탈 위험 고객
15,1,454.64,5,4,5,545,충성 고객
18,1,107.39,5,4,3,543,충성 고객
73,1,64.4,3,4,2,342,잠재적 충성고객
43,1,86.37,4,4,2,442,잠재적 충성고객
119,1,191.69,1,4,4,144,이탈 위험 고객
68,1,312.37,3,4,5,345,충성 고객
38,1,87.81,4,4,2,442,잠재적 충성고객
114,1,256.9,2,4,5,245,이탈 위험 고객
126,1,57.06,1,4,1,141,이탈 고객
12,1,45.3,5,4,1,541,잠재적 충성고객
87,1,64.23,3,4,2,342,잠재적 충성고객
20,1,94.74,5,4,2,542,잠재적 충성고객
69,1,165.21,3,4,4,344,충성 고객
120,1,226.35,1,4,4,144,이탈 위험 고객
65,1,251.63,3,4,4,344,충성 고객
120,1,99.9,1,4,3,143,이탈 위험 고객
36,1,180.21,4,4,4,444,충성 고객
93,1,239.72,2,4,4,244,이탈 위험 고객
128,1,99.9,1,4,3,143,이탈 위험 고객
12,1,70.89,5,4,2,542,잠재적 충성고객
16,1,206.14,5,4,4,544,충성 고객
11,1,280.89,5,4,5,545,충성 고객
64,1,263.32,3,4,5,345,충성 고객
75,1,98.65,3,4,3,343,관심 고객
116,1,58.22,2,4,1,241,이탈 위험 고객
29,1,45.8,5,4,1,541,잠재적 충성고객
38,1,157.1,4,4,4,444,충성 고객
56,1,52.93,4,4,1,441,잠재적 충성고객
24,1,317.39,5,4,5,545,충성 고객
78,1,65.54,3,4,2,342,잠재적 충성고객
18,1,135.0,5,4,3,543,충성 고객
42,1,327.47,4,4,5,445,충성 고객
128,1,108.85,1,4,3,143,이탈 위험 고객
60,1,415.0,3,4,5,345,충성 고객
117,1,64.04,2,4,2,242,이탈 위험 고객
134,1,151.07,1,4,4,144,이탈 위험 고객
25,1,129.32,5,4,3,543,충성 고객
74,1,67.43,3,4,2,342,잠재적 충성고객
127,1,146.04,1,4,3,143,이탈 위험 고객
102,1,213.51,2,4,4,244,이탈 위험 고객
22,1,533.45,5,4,5,545,충성 고객
119,1,48.88,1,4,1,141,이탈 고객
140,1,113.59,1,4,3,143,이탈 위험 고객
28,1,180.3,5,4,4,544,충성 고객
115,1,701.66,2,4,5,245,이탈 위험 고객
96,1,105.4,2,4,3,243,이탈 위험 고객
108,1,60.38,2,4,2,242,이탈 위험 고객
18,1,94.74,5,4,2,542,잠재적 충성고객
115,1,159.84,2,4,4,244,이탈 위험 고객
31,1,167.96,4,4,4,444,충성 고객
112,1,135.72,2,4,3,243,이탈 위험 고객
114,1,35.77,2,4,1,241,이탈 위험 고객
42,1,56.59,4,4,1,441,잠재적 충성고객
44,1,42.39,4,4,1,441,잠재적 충성고객
87,1,166.92,3,4,4,344,충성 고객
18,1,158.74,5,4,4,544,충성 고객
108,1,102.38,2,4,3,243,이탈 위험 고객
84,1,46.43,3,4,1,341,잠재적 충성고객
47,1,137.73,4,4,3,443,관심 고객
59,1,74.51,4,4,2,442,잠재적 충성고객
102,1,93.95,2,4,2,242,이탈 위험 고객
92,1,61.79,2,4,2,242,이탈 위험 고객
42,1,745.04,4,4,5,445,충성 고객
126,1,195.76,1,4,4,144,이탈 위험 고객
21,1,444.04,5,4,5,545,충성 고객
41,1,703.8,4,4,5,445,충성 고객
45,1,83.02,4,4,2,442,잠재적 충성고객
78,1,210.98,3,4,4,344,충성 고객
116,1,497.4,2,4,5,245,이탈 위험 고객
105,1,45.22,2,4,1,241,이탈 위험 고객
101,1,95.57,2,4,2,242,이탈 위험 고객
45,1,363.2,4,4,5,445,충성 고객
82,1,37.88,3,4,1,341,잠재적 충성고객
84,1,196.11,3,4,4,344,충성 고객
26,1,802.68,5,4,5,545,충성 고객
61,1,68.53,3,4,2,342,잠재적 충성고객
140,1,352.76,1,4,5,145,이탈 위험 고객
130,1,106.44,1,4,3,143,이탈 위험 고객
143,1,555.32,1,4,5,145,이탈 위험 고객
138,1,821.58,1,4,5,145,이탈 위험 고객
65,1,52.96,3,4,1,341,잠재적 충성고객
11,1,48.3,5,4,1,541,잠재적 충성고객
9,1,40.97,5,4,1,541,잠재적 충성고객
122,1,551.15,1,4,5,145,이탈 위험 고객
30,1,102.73,5,4,3,543,충성 고객
100,1,1310.95,2,4,5,245,이탈 위험 고객
156,1,608.67,1,4,5,145,이탈 위험 고객
32,1,136.9,4,4,3,443,관심 고객
16,1,44.89,5,4,1,541,잠재적 충성고객
70,1,20.19,3,4,1,341,잠재적 충성고객
74,1,103.36,3,4,3,343,관심 고객
29,1,78.51,5,4,2,542,잠재적 충성고객
49,1,862.39,4,4,5,445,충성 고객
27,1,145.0,5,4,3,543,충성 고객
144,1,135.2,1,4,3,143,이탈 위험 고객
85,1,570.72,3,4,5,345,충성 고객
150,1,175.36,1,4,4,144,이탈 위험 고객
120,1,126.64,1,4,3,143,이탈 위험 고객
25,1,188.99,5,4,4,544,충성 고객
108,1,626.68,2,4,5,245,이탈 위험 고객
36,1,79.76,4,4,2,442,잠재적 충성고객
136,1,117.59,1,4,3,143,이탈 위험 고객
87,1,113.8,3,4,3,343,관심 고객
107,1,223.91,2,4,4,244,이탈 위험 고객
25,1,37.54,5,4,1,541,잠재적 충성고객
89,1,68.75,2,4,2,242,이탈 위험 고객
53,1,163.38,4,4,4,444,충성 고객
121,1,69.23,1,4,2,142,이탈 위험 고객
15,1,258.67,5,4,5,545,충성 고객
159,1,276.07,1,4,5,145,이탈 위험 고객
89,1,147.78,2,4,3,243,이탈 위험 고객
60,1,140.08,3,4,3,343,관심 고객
126,1,164.8,1,4,4,144,이탈 위험 고객
21,1,141.65,5,4,3,543,충성 고객
70,1,270.84000000000003,3,4,5,345,충성 고객
70,1,273.6,3,4,5,345,충성 고객
117,1,265.14,2,4,5,245,이탈 위험 고객
69,1,1047.16,3,4,5,345,충성 고객
8,1,235.61,5,4,4,544,충성 고객
58,1,137.93,4,4,3,443,관심 고객
94,1,498.16,2,4,5,245,이탈 위험 고객
117,1,73.15,2,4,2,242,이탈 위험 고객
85,1,877.04,3,4,5,345,충성 고객
10,2,323.57,5,5,5,555,충성 고객
11,1,34.71,5,4,1,541,잠재적 충성고객
126,1,53.9,1,4,1,141,이탈 고객
133,1,876.98,1,4,5,145,이탈 위험 고객
53,1,492.87,4,4,5,445,충성 고객
57,1,1474.72,4,4,5,445,충성 고객
22,1,56.04,5,4,1,541,잠재적 충성고객
49,1,46.88,4,4,1,441,잠재적 충성고객
38,1,36.94,4,4,1,441,잠재적 충성고객
58,1,175.3,4,4,4,444,충성 고객
41,1,52.96,4,4,1,441,잠재적 충성고객
43,1,1426.58,4,4,5,445,충성 고객
100,1,82.33,2,4,2,242,이탈 위험 고객
38,1,153.81,4,4,4,444,충성 고객
36,1,61.96,4,4,2,442,잠재적 충성고객
89,1,297.44,2,4,5,245,이탈 위험 고객
69,1,73.62,3,4,2,342,잠재적 충성고객
16,1,164.32,5,4,4,544,충성 고객
131,1,36.73,1,4,1,141,이탈 고객
154,1,76.08,1,4,2,142,이탈 위험 고객
24,1,119.37,5,4,3,543,충성 고객
73,1,46.54,3,4,1,341,잠재적 충성고객
117,1,160.22,2,4,4,244,이탈 위험 고객
122,1,30.71,1,4,1,141,이탈 고객
105,1,74.5,2,4,2,242,이탈 위험 고객
133,1,43.13,1,4,1,141,이탈 고객
80,1,310.29,3,4,5,345,충성 고객
118,1,501.51,1,4,5,145,이탈 위험 고객
28,1,138.85,5,4,3,543,충성 고객
34,1,182.14,4,4,4,444,충성 고객
31,1,270.47,4,4,5,445,충성 고객
85,1,88.86,3,4,2,342,잠재적 충성고객
37,1,130.8,4,4,3,443,관심 고객
190,1,44.8,1,4,1,141,이탈 고객
23,1,89.67,5,4,2,542,잠재적 충성고객
146,1,152.52,1,4,4,144,이탈 위험 고객
108,1,234.75,2,4,4,244,이탈 위험 고객
104,1,127.69,2,4,3,243,이탈 위험 고객
134,1,136.6,1,4,3,143,이탈 위험 고객
74,1,121.51,3,4,3,343,관심 고객
35,1,91.18,4,4,2,442,잠재적 충성고객
64,1,311.34,3,4,5,345,충성 고객
87,1,99.43,3,4,3,343,관심 고객
43,1,97.59,4,4,2,442,잠재적 충성고객
77,1,118.89,3,4,3,343,관심 고객
64,1,35.42,3,4,1,341,잠재적 충성고객
123,1,52.75,1,4,1,141,이탈 고객
11,1,52.75,5,4,1,541,잠재적 충성고객
109,1,153.72,2,4,4,244,이탈 위험 고객
80,1,282.2,3,4,5,345,충성 고객
105,1,184.78,2,4,4,244,이탈 위험 고객
29,1,1203.68,5,4,5,545,충성 고객
42,1,142.97,4,4,3,443,관심 고객
36,1,198.35,4,4,4,444,충성 고객
61,1,78.47,3,4,2,342,잠재적 충성고객
38,1,508.12,4,4,5,445,충성 고객
72,1,74.63,3,4,2,342,잠재적 충성고객
40,1,96.65,4,4,2,442,잠재적 충성고객
39,1,754.27,4,4,5,445,충성 고객
155,1,192.89,1,4,4,144,이탈 위험 고객
121,1,606.57,1,4,5,145,이탈 위험 고객
28,1,1349.84,5,4,5,545,충성 고객
45,2,169.16,4,5,4,454,충성 고객
43,1,102.93,4,4,3,443,관심 고객
83,1,125.04,3,4,3,343,관심 고객
112,1,499.29,2,4,5,245,이탈 위험 고객
35,1,133.57,4,4,3,443,관심 고객
81,1,136.73,3,4,3,343,관심 고객
29,1,61.4,5,4,2,542,잠재적 충성고객
20,1,254.58,5,4,5,545,충성 고객
7,1,143.1,5,4,3,543,충성 고객
131,1,48.14,1,4,1,141,이탈 고객
101,1,103.54,2,4,3,243,이탈 위험 고객
138,1,110.2,1,4,3,143,이탈 위험 고객
136,1,52.97,1,4,1,141,이탈 고객
90,1,86.76,2,4,2,242,이탈 위험 고객
81,1,35.38,3,4,1,341,잠재적 충성고객
14,1,47.43,5,4,1,541,잠재적 충성고객
115,1,342.03,2,4,5,245,이탈 위험 고객
10,1,95.59,5,4,2,542,잠재적 충성고객
91,1,59.22,2,4,2,242,이탈 위험 고객
14,1,142.82,5,4,3,543,충성 고객
42,1,102.63,4,4,3,443,관심 고객
68,1,148.71,3,4,3,343,관심 고객
120,1,199.0,1,4,4,144,이탈 위험 고객
23,1,97.67,5,4,3,543,충성 고객
31,1,78.66,4,4,2,442,잠재적 충성고객
101,1,68.13,2,4,2,242,이탈 위험 고객
68,1,30.13,3,4,1,341,잠재적 충성고객
72,1,129.72,3,4,3,343,관심 고객
135,1,53.9,1,4,1,141,이탈 고객
86,1,168.83,3,4,4,344,충성 고객
17,1,173.96,5,4,4,544,충성 고객
75,1,117.88,3,4,3,343,관심 고객
10,1,314.32,5,4,5,545,충성 고객
79,1,59.46,3,4,2,342,잠재적 충성고객
24,1,147.81,5,4,3,543,충성 고객
134,1,91.13,1,4,2,142,이탈 위험 고객
60,1,78.64,3,4,2,342,잠재적 충성고객
135,1,112.62,1,4,3,143,이탈 위험 고객
130,1,265.04,1,4,5,145,이탈 위험 고객
73,1,431.62,3,4,5,345,충성 고객
43,1,255.56,4,4,5,445,충성 고객
129,1,131.45,1,4,3,143,이탈 위험 고객
128,1,22.36,1,4,1,141,이탈 고객
35,1,32.21,4,4,1,441,잠재적 충성고객
51,1,332.96,4,4,5,445,충성 고객
134,1,1020.39,1,4,5,145,이탈 위험 고객
188,1,135.52,1,4,3,143,이탈 위험 고객
78,1,41.06,3,4,1,341,잠재적 충성고객
37,1,48.21,4,4,1,441,잠재적 충성고객
129,1,115.5,1,4,3,143,이탈 위험 고객
158,1,263.17,1,4,5,145,이탈 위험 고객
3,1,138.97,5,4,3,543,충성 고객
21,1,35.36,5,4,1,541,잠재적 충성고객
132,1,65.22,1,4,2,142,이탈 위험 고객
115,1,33.56,2,4,1,241,이탈 위험 고객
128,1,108.0,1,4,3,143,이탈 위험 고객
69,1,77.56,3,4,2,342,잠재적 충성고객
124,1,595.38,1,4,5,145,이탈 위험 고객
95,1,58.13,2,4,1,241,이탈 위험 고객
54,1,958.88,4,4,5,445,충성 고객
31,1,972.71,4,4,5,445,충성 고객
106,1,238.41,2,4,4,244,이탈 위험 고객
107,1,76.89,2,4,2,242,이탈 위험 고객
129,1,112.69,1,4,3,143,이탈 위험 고객
139,1,115.17,1,4,3,143,이탈 위험 고객
78,1,497.72,3,4,5,345,충성 고객
13,1,194.33,5,4,4,544,충성 고객
39,1,128.02,4,4,3,443,관심 고객
127,1,611.58,1,4,5,145,이탈 위험 고객
34,1,46.53,4,4,1,441,잠재적 충성고객
109,1,117.79,2,4,3,243,이탈 위험 고객
45,1,37.83,4,4,1,441,잠재적 충성고객
123,1,114.61,1,4,3,143,이탈 위험 고객
118,1,116.06,1,4,3,143,이탈 위험 고객
81,1,147.78,3,4,3,343,관심 고객
62,1,23.77,3,4,1,341,잠재적 충성고객
88,1,220.02,3,4,4,344,충성 고객
138,1,618.07,1,4,5,145,이탈 위험 고객
130,1,35.22,1,4,1,141,이탈 고객
34,1,622.28,4,4,5,445,충성 고객
121,1,19.64,1,4,1,141,이탈 고객
77,1,188.78,3,4,4,344,충성 고객
119,1,183.95,1,4,4,144,이탈 위험 고객
17,1,29.84,5,4,1,541,잠재적 충성고객
44,1,147.0,4,4,3,443,관심 고객
43,1,50.56,4,4,1,441,잠재적 충성고객
191,1,295.7,1,4,5,145,이탈 위험 고객
125,1,245.4,1,4,4,144,이탈 위험 고객
118,1,92.5,1,4,2,142,이탈 위험 고객
140,1,37.61,1,4,1,141,이탈 고객
35,1,302.08,4,4,5,445,충성 고객
28,1,93.28,5,4,2,542,잠재적 충성고객
99,1,122.31,2,4,3,243,이탈 위험 고객
37,1,354.84,4,4,5,445,충성 고객
121,1,375.0,1,4,5,145,이탈 위험 고객
121,1,53.9,1,4,1,141,이탈 고객
88,1,247.38,3,4,4,344,충성 고객
30,1,206.43,5,4,4,544,충성 고객
140,1,197.44,1,4,4,144,이탈 위험 고객
133,1,61.23,1,4,2,142,이탈 위험 고객
39,1,146.88,4,4,3,443,관심 고객
14,1,57.51,5,4,1,541,잠재적 충성고객
119,1,33.13,1,4,1,141,이탈 고객
38,1,451.14,4,4,5,445,충성 고객
108,1,51.89,2,4,1,241,이탈 위험 고객
35,1,92.76,4,4,2,442,잠재적 충성고객
230,1,420.13,1,4,5,145,이탈 위험 고객
65,1,76.58,3,4,2,342,잠재적 충성고객
23,1,158.73,5,4,4,544,충성 고객
39,1,44.41,4,4,1,441,잠재적 충성고객
29,1,68.16,5,4,2,542,잠재적 충성고객
32,1,38.47,4,4,1,441,잠재적 충성고객
131,1,53.9,1,4,1,141,이탈 고객
82,1,171.1,3,4,4,344,충성 고객
35,1,181.41,4,4,4,444,충성 고객
44,1,206.39,4,4,4,444,충성 고객
21,1,469.44,5,4,5,545,충성 고객
93,1,411.8,2,4,5,245,이탈 위험 고객
19,1,176.68,5,4,4,544,충성 고객
69,1,26.9,3,4,1,341,잠재적 충성고객
65,1,319.67,3,4,5,345,충성 고객
16,1,78.89,5,4,2,542,잠재적 충성고객
17,1,76.5,5,4,2,542,잠재적 충성고객
81,1,481.64,3,4,5,345,충성 고객
25,1,22.38,5,4,1,541,잠재적 충성고객
127,1,163.92,1,4,4,144,이탈 위험 고객
110,1,806.84,2,4,5,245,이탈 위험 고객
36,1,165.74,4,4,4,444,충성 고객
29,1,343.51,5,4,5,545,충성 고객
15,1,148.91,5,4,3,543,충성 고객
26,1,1655.6,5,4,5,545,충성 고객
113,1,128.48,2,4,3,243,이탈 위험 고객
38,1,273.88,4,4,5,445,충성 고객
141,1,187.89,1,4,4,144,이탈 위험 고객
26,1,198.48,5,4,4,544,충성 고객
26,1,125.74,5,4,3,543,충성 고객
106,1,180.79,2,4,4,244,이탈 위험 고객
119,1,328.17,1,4,5,145,이탈 위험 고객
89,1,132.76,2,4,3,243,이탈 위험 고객
86,1,267.92,3,4,5,345,충성 고객
32,1,889.4,4,4,5,445,충성 고객
100,1,56.78,2,4,1,241,이탈 위험 고객
22,1,388.36,5,4,5,545,충성 고객
102,1,63.29,2,4,2,242,이탈 위험 고객
98,1,364.95,2,4,5,245,이탈 위험 고객
82,1,96.43,3,4,2,342,잠재적 충성고객
33,1,81.5,4,4,2,442,잠재적 충성고객
77,1,344.07,3,4,5,345,충성 고객
137,1,75.25,1,4,2,142,이탈 위험 고객
127,1,59.33,1,4,2,142,이탈 위험 고객
118,1,90.83,1,4,2,142,이탈 위험 고객
12,1,93.12,5,4,2,542,잠재적 충성고객
129,1,267.64,1,4,5,145,이탈 위험 고객
94,1,217.09,2,4,4,244,이탈 위험 고객
27,1,68.32,5,4,2,542,잠재적 충성고객
116,1,56.77,2,4,1,241,이탈 위험 고객
64,1,87.62,3,4,2,342,잠재적 충성고객
125,1,108.82,1,4,3,143,이탈 위험 고객
57,1,132.81,4,4,3,443,관심 고객
28,1,193.2,5,4,4,544,충성 고객
120,1,159.03,1,4,4,144,이탈 위험 고객
29,1,93.62,5,4,2,542,잠재적 충성고객
33,1,52.07,4,4,1,441,잠재적 충성고객
26,1,177.91,5,4,4,544,충성 고객
71,1,298.62,3,4,5,345,충성 고객
64,1,97.65,3,4,3,343,관심 고객
79,1,1121.3700000000001,3,4,5,345,충성 고객
105,1,461.88,2,4,5,245,이탈 위험 고객
118,1,1358.08,1,4,5,145,이탈 위험 고객
104,1,200.04,2,4,4,244,이탈 위험 고객
21,1,344.07,5,4,5,545,충성 고객
30,1,158.79,5,4,4,544,충성 고객
73,1,108.81,3,4,3,343,관심 고객
48,1,105.51,4,4,3,443,관심 고객
34,1,124.83,4,4,3,443,관심 고객
127,1,47.23,1,4,1,141,이탈 고객
137,1,71.49,1,4,2,142,이탈 위험 고객
66,1,273.47,3,4,5,345,충성 고객
87,1,63.73,3,4,2,342,잠재적 충성고객
71,1,89.89,3,4,2,342,잠재적 충성고객
54,1,93.2,4,4,2,442,잠재적 충성고객
87,1,57.23,3,4,1,341,잠재적 충성고객
12,1,136.06,5,4,3,543,충성 고객
13,1,73.06,5,4,2,542,잠재적 충성고객
105,1,157.45,2,4,4,244,이탈 위험 고객
131,1,145.69,1,4,3,143,이탈 위험 고객
85,1,177.48,3,4,4,344,충성 고객
23,1,553.38,5,4,5,545,충성 고객
136,1,161.85,1,4,4,144,이탈 위험 고객
100,1,34.69,2,4,1,241,이탈 위험 고객
109,1,23.69,2,4,1,241,이탈 위험 고객
40,1,130.75,4,4,3,443,관심 고객
95,1,94.31,2,4,2,242,이탈 위험 고객
33,1,81.43,4,4,2,442,잠재적 충성고객
135,1,173.59,1,4,4,144,이탈 위험 고객
73,1,78.6,3,4,2,342,잠재적 충성고객
79,1,46.53,3,4,1,341,잠재적 충성고객
24,1,664.56,5,4,5,545,충성 고객
128,1,66.18,1,4,2,142,이탈 위험 고객
75,1,116.43,3,4,3,343,관심 고객
108,1,31.380000000000003,2,4,1,241,이탈 위험 고객
120,1,99.9,1,4,3,143,이탈 위험 고객
9,1,605.96,5,4,5,545,충성 고객
113,1,43.13,2,4,1,241,이탈 위험 고객
31,1,117.57,4,4,3,443,관심 고객
16,1,25.78,5,4,1,541,잠재적 충성고객
32,1,105.74,4,4,3,443,관심 고객
113,1,63.23,2,4,2,242,이탈 위험 고객
26,1,48.3,5,4,1,541,잠재적 충성고객
62,1,62.0,3,4,2,342,잠재적 충성고객
74,1,66.54,3,4,2,342,잠재적 충성고객
36,1,143.64,4,4,3,443,관심 고객
78,1,54.37,3,4,1,341,잠재적 충성고객
140,1,391.55,1,4,5,145,이탈 위험 고객
30,1,28.08,5,4,1,541,잠재적 충성고객
30,1,1372.22,5,4,5,545,충성 고객
150,1,186.87,1,4,4,144,이탈 위험 고객
39,1,148.71,4,4,3,443,관심 고객
84,1,31.85,3,4,1,341,잠재적 충성고객
104,1,967.02,2,4,5,245,이탈 위험 고객
90,1,196.14,2,4,4,244,이탈 위험 고객
97,1,72.84,2,4,2,242,이탈 위험 고객
119,1,59.66,1,4,2,142,이탈 위험 고객
113,1,169.09,2,4,4,244,이탈 위험 고객
113,1,88.31,2,4,2,242,이탈 위험 고객
65,1,80.86,3,4,2,342,잠재적 충성고객
20,1,64.44,5,4,2,542,잠재적 충성고객
44,1,62.21,4,4,2,442,잠재적 충성고객
83,1,83.23,3,4,2,342,잠재적 충성고객
122,1,124.13,1,4,3,143,이탈 위험 고객
23,1,860.66,5,4,5,545,충성 고객
106,1,223.97,2,4,4,244,이탈 위험 고객
65,1,117.57,3,4,3,343,관심 고객
35,1,139.22,4,4,3,443,관심 고객
133,1,46.19,1,4,1,141,이탈 고객
48,1,66.24,4,4,2,442,잠재적 충성고객
130,1,41.55,1,4,1,141,이탈 고객
66,1,53.59,3,4,1,341,잠재적 충성고객
66,1,36.22,3,4,1,341,잠재적 충성고객
28,1,45.3,5,4,1,541,잠재적 충성고객
139,1,744.28,1,4,5,145,이탈 위험 고객
135,1,183.25,1,4,4,144,이탈 위험 고객
10,1,96.17,5,4,2,542,잠재적 충성고객
82,1,272.16,3,4,5,345,충성 고객
48,1,60.89,4,4,2,442,잠재적 충성고객
45,1,202.41,4,4,4,444,충성 고객
100,1,160.88,2,4,4,244,이탈 위험 고객
58,1,363.32,4,4,5,445,충성 고객
122,1,1626.88,1,4,5,145,이탈 위험 고객
33,1,52.24,4,4,1,441,잠재적 충성고객
51,1,378.74,4,4,5,445,충성 고객
110,1,80.23,2,4,2,242,이탈 위험 고객
107,1,37.129999999999995,2,4,1,241,이탈 위험 고객
80,1,45.3,3,4,1,341,잠재적 충성고객
56,1,567.72,4,4,5,445,충성 고객
32,1,120.91,4,4,3,443,관심 고객
26,1,90.67,5,4,2,542,잠재적 충성고객
131,1,128.25,1,4,3,143,이탈 위험 고객
148,1,94.39,1,4,2,142,이탈 위험 고객
122,1,57.05,1,4,1,141,이탈 고객
17,1,45.43,5,4,1,541,잠재적 충성고객
65,1,286.18,3,4,5,345,충성 고객
124,1,167.88,1,4,4,144,이탈 위험 고객
51,1,87.63,4,4,2,442,잠재적 충성고객
66,1,112.42,3,4,3,343,관심 고객
129,1,196.12,1,4,4,144,이탈 위험 고객
101,1,757.42,2,4,5,245,이탈 위험 고객
128,1,766.89,1,4,5,145,이탈 위험 고객
28,1,45.53,5,4,1,541,잠재적 충성고객
121,1,275.48,1,4,5,145,이탈 위험 고객
118,1,42.05,1,4,1,141,이탈 고객
102,1,64.19,2,4,2,242,이탈 위험 고객
90,1,43.22,2,4,1,241,이탈 위험 고객
49,1,227.75,4,4,4,444,충성 고객
76,1,125.33,3,4,3,343,관심 고객
24,1,149.72,5,4,4,544,충성 고객
